NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT06436560,Support for Transgender and Non-Binary Individuals Seeking Vaginoplasty Study,https://clinicaltrials.gov/study/NCT06436560,NOT_YET_RECRUITING,Gender Affirmation Surgery|Perioperative Care|Transgender Health,OTHER: STRIVE Peer Support Intervention,Oregon Health and Science University,"Patient-Centered Outcomes Research Institute|NYU Langone Health|Rush University|University of Utah|University of Minnesota|Temple University|University of California, San Francisco|University of Washington|Trans Lifeline|Whitman-Walker Institute|Duke University",INTERVENTIONAL
NCT06436547,Subiculum Electrical Stimulation for Temporal Lobe Epilepsy With Biliteral Hippocampus Sclerosis(SESTB),https://clinicaltrials.gov/study/NCT06436547,RECRUITING,"Epilepsy, Drug Resistant",DEVICE: Subiculum-DBS ON,"Xuanwu Hospital, Beijing",,INTERVENTIONAL
NCT06436534,Efficacy and Safety of Ganciclovir Capsules in the Treatment of Refractory Moderate-to-severe Allergic Rhinitis,https://clinicaltrials.gov/study/NCT06436534,RECRUITING,"Rhinitis, Allergic",DRUG: Ganciclovir Oral Capsule|DRUG: Ganciclovir Simulant Oral Capsule|DRUG: Mometasone Nasal,"Wuhan Union Hospital, China",,INTERVENTIONAL
NCT06436521,The Efficacy of Online Brief Positive Cognitive Behavior Therapy Compared to Traditional Cognitive Behavior Therapy,https://clinicaltrials.gov/study/NCT06436521,COMPLETED,"Emotional Distress|Well-Being, Psychological|Performance",BEHAVIORAL: Positive Cognitive Behavioral Therapy|BEHAVIORAL: Traditional Cognitive Behavioral Therapy,Babes-Bolyai University,,INTERVENTIONAL
NCT06436508,The Investigation of the Impact of Early Mobilization on the Outcome in Patients With Aneurysmal Subarachnoid Hemorrhage.,https://clinicaltrials.gov/study/NCT06436508,RECRUITING,"Early Ambulation|Standard of Care|Subarachnoid Hemorrhage, Aneurysmal",BEHAVIORAL: Early mobilization protocol|BEHAVIORAL: Standard care,University of Pecs,"National Institute of Mental, Neurological and Neurosurgery|Borsod-Abaúj-Zemplén County Central Hospital and University Teaching Hospital",INTERVENTIONAL
NCT06436495,Methodology Validation: Correlating Adherent Scalp Flaking Score (ASFS) With Phototrichogram for Scalp Dandruff Evaluation in Adult Subjects,https://clinicaltrials.gov/study/NCT06436495,COMPLETED,Dandruff,OTHER: Hair Wash Shampoo,NovoBliss Research Pvt Ltd,,INTERVENTIONAL
NCT06436482,Research of Endobronchial Optical Coherence Tomography in Pre-COPD,https://clinicaltrials.gov/study/NCT06436482,RECRUITING,Chronic Obstructive Pulmonary Disease|Optical Coherence Tomography|Pulmonary Function,DEVICE: Optical Coherence Tomography,Sichuan Provincial People's Hospital,,OBSERVATIONAL
NCT06436469,MBSR Programs to Reduce Compassion Fatigue in Nurses,https://clinicaltrials.gov/study/NCT06436469,NOT_YET_RECRUITING,Compassion Fatigue,BEHAVIORAL: Mindfulness-Based Stress Reduction (MBSR) Program,Nova Southeastern University,,INTERVENTIONAL
NCT06436456,Use of an Online Intervention for the Treatment of Diabetes Distress in Patients With Type 1-Diabetes,https://clinicaltrials.gov/study/NCT06436456,RECRUITING,"Diabetes Mellitus, Type 1|Diabetes Distress",BEHAVIORAL: Online psychological intervention|BEHAVIORAL: Individual psychological intervention,Odense University Hospital,Center for Digital Psykiatri,INTERVENTIONAL
NCT06436443,SMS Counseling on Gestational Diabetes,https://clinicaltrials.gov/study/NCT06436443,COMPLETED,Gestational Diabetes,OTHER: SMS Counseling,Mehmet Akif Ersoy University,,INTERVENTIONAL
NCT06436417,Functional Capacity Through HRV in Multimodal Rehabilitation for Adult Surgery,https://clinicaltrials.gov/study/NCT06436417,RECRUITING,Frailty in Adult Surgery,DEVICE: Analgesia Nociception Index (ANI) Monitor|BEHAVIORAL: Trimodal Prehabilitation,"Investigation Group Anesthesia, Resuscitation, And Perioperative Medicine of Aragon",,OBSERVATIONAL
NCT06436404,Hammock Position and Kangaroo Care,https://clinicaltrials.gov/study/NCT06436404,NOT_YET_RECRUITING,Infant Development|Premature,OTHER: Hammock intervention|OTHER: Kangaroo care intervention,Nigde Omer Halisdemir University,Selcuk University,INTERVENTIONAL
NCT06436391,The Effectiveness of Two Different Methods in Heel Blood Collection,https://clinicaltrials.gov/study/NCT06436391,RECRUITING,Infant Behavior|Pain,OTHER: Kinesio taping|OTHER: ShotBlocker,Nigde Omer Halisdemir University,Selcuk University,INTERVENTIONAL
NCT06436378,Music Intervention in Chronic Pain Patients,https://clinicaltrials.gov/study/NCT06436378,NOT_YET_RECRUITING,"Chronic Pain|Anxiety|Well-Being, Psychological",BEHAVIORAL: Music intervention in person,Laval University,Université de Montréal,INTERVENTIONAL
NCT06436365,Is the Expert Nail With Poller Screws Superior to the Distal Tibial Locked Plate in the Management of Short Oblique Distal Tibial Fractures?,https://clinicaltrials.gov/study/NCT06436365,COMPLETED,Tibia Fracture,PROCEDURE: Locking expert intramedullary nail fixation|PROCEDURE: Distal locked plate,Kasr El Aini Hospital,,INTERVENTIONAL
NCT06436352,Does Capsulotomy in Closed Reduction of Femoral Neck Fractures Decrease Incidence of Avascular Necrosis?,https://clinicaltrials.gov/study/NCT06436352,COMPLETED,Femoral Neck Fractures,PROCEDURE: Capsulotomy and fixation|PROCEDURE: Fixation only,Kasr El Aini Hospital,,INTERVENTIONAL
NCT06436339,Association Between Apical Periodontitis and Psoriasis Vulgaris,https://clinicaltrials.gov/study/NCT06436339,COMPLETED,Apical Periodontitis,,University of Siena,,OBSERVATIONAL
NCT06436326,The Impact of Continuous Glucose Monitoring on Maternal and Infant's Outcomes in Gestational Diabetes,https://clinicaltrials.gov/study/NCT06436326,NOT_YET_RECRUITING,Gestational Diabetes Mellitus|Continuous Glucose Monitoring,DEVICE: Continuous glucose monitor|BEHAVIORAL: Perinatal nursing care for gestational diabetes|OTHER: Blood glucose meters (BGM),National Taiwan University Hospital,,INTERVENTIONAL
NCT06436313,DBS Virtual Learning Experience,https://clinicaltrials.gov/study/NCT06436313,ACTIVE_NOT_RECRUITING,Parkinson Disease,OTHER: Educational Sessions,University of Toronto,,INTERVENTIONAL
NCT06436300,Colorectal Cancer Screening in Alaska Native Men,https://clinicaltrials.gov/study/NCT06436300,COMPLETED,Colorectal Cancer,BEHAVIORAL: Motivational text messaging,Washington State University,Southcentral Foundation,INTERVENTIONAL
NCT06436287,Handwriting Analysis in Movement Disorders.,https://clinicaltrials.gov/study/NCT06436287,NOT_YET_RECRUITING,Movement Disorders,,Western University,,OBSERVATIONAL
NCT06436274,Efficacy of Human Papillomavirus (HPV) Vaccination to Prevent Infection Among Women Living With HIV.,https://clinicaltrials.gov/study/NCT06436274,NOT_YET_RECRUITING,Human Papilloma Virus|Hiv,BIOLOGICAL: GARDASIL®9|BIOLOGICAL: Menveo®/Menactra®,Massachusetts General Hospital,"University of Witwatersrand, South Africa|Botswana Harvard AIDS Institute Partnership|Ministry of Health, Rwanda|Fred Hutchinson Cancer Center|National Cancer Institute (NCI)",INTERVENTIONAL
NCT06436261,Evaluating Procedure Pairing of a Post-Procedure Cream Versus a Comparator in Patients Treated With a Hybrid-Fractional Laser for Facial Rejuvenation,https://clinicaltrials.gov/study/NCT06436261,COMPLETED,Photoaging|Wrinkle|Skin Laxity,PROCEDURE: Hybrid Fractional Laser|OTHER: Facial Cleanser|OTHER: Facial Moisturizer|OTHER: Sunscreen,Revision Skincare,,INTERVENTIONAL
NCT06436248,Polygenic Risk Scores and Multi-cancer Early Detection for Ovarian Cancer,https://clinicaltrials.gov/study/NCT06436248,ENROLLING_BY_INVITATION,Ovarian Cancer|BRCA Mutation,,University of Pennsylvania,Susan G. Komen Breast Cancer Foundation|Memorial Sloan Kettering Cancer Center,OBSERVATIONAL
NCT06436235,Kidney Stone Inflammation,https://clinicaltrials.gov/study/NCT06436235,NOT_YET_RECRUITING,"Kidney Stone|Stone, Kidney",,University of Chicago,,OBSERVATIONAL
NCT06436222,Effectiveness of HVNI in Preterm Infants With Moderate Respiratory Distress,https://clinicaltrials.gov/study/NCT06436222,NOT_YET_RECRUITING,"Respiratory Distress, Newborn",DEVICE: HVNI,Indonesia University,,INTERVENTIONAL
NCT06436209,Cognitive Control & the Functional Organization of the Frontal Cortex,https://clinicaltrials.gov/study/NCT06436209,RECRUITING,Multitasking Behavior and Neural Representations Associated With Multitasking Ability|Healthy Volunteers|Executive Function,BEHAVIORAL: Multitask Practice Intervention (MPI)|BEHAVIORAL: Single-task Practice Intervention (SPI),Brown University,National Institute of Mental Health (NIMH),INTERVENTIONAL
NCT06436196,Video Laryngoscopy vs Direct Laryngoscopy in Paediatric Patients,https://clinicaltrials.gov/study/NCT06436196,NOT_YET_RECRUITING,Endotracheal Tube Wrongly Placed During Anesthetic Procedure,DEVICE: Video Laryngoscope|DEVICE: Direct laryngoscope,Watim Medical & Dental College,,INTERVENTIONAL
NCT06436183,A Study of the Effects of Camoteskimab in Adults With Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06436183,RECRUITING,"Atopic Dermatitis|Atopic|Dermatitis|Dermatologic Disease|Eczema|Eczema Atopic Dermatitis|Eczema, Atopic",DRUG: Camoteskimab|DRUG: Placebo,Apollo Therapeutics Ltd,,INTERVENTIONAL
NCT06436170,The Role of Radial Peripapillary Vessel Density in Irvine-gass Syndrome,https://clinicaltrials.gov/study/NCT06436170,COMPLETED,Cataract|Macular Edema,DIAGNOSTIC_TEST: OCTA,Federico II University,,OBSERVATIONAL
NCT06436157,A Pilot Study of Genetic Testing Uptake Through Enhanced Oncology Nurse-Led Intervention,https://clinicaltrials.gov/study/NCT06436157,NOT_YET_RECRUITING,"Solid Tumor, Adult",OTHER: Enhanced education|OTHER: Usual care education,Enloe Health,Robert A. Winn Diversity in Clinical Trials Award Program,INTERVENTIONAL
NCT06436144,Osimertinib and Etoposide as First-Line Treatment in Osimertinib-Resistant Advanced EGFR-Mutant NSCLC,https://clinicaltrials.gov/study/NCT06436144,NOT_YET_RECRUITING,Non Small Cell Lung Cancer|EGFR Gene Mutation|Non Small Cell Lung Cancer Stage IIIB|Non-small Cell Lung Cancer Stage IV,DRUG: Osimertinib,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,,INTERVENTIONAL
NCT06436131,The Effects of In-phase Bilateral Exercise in People With Progressive Multiple Sclerosis,https://clinicaltrials.gov/study/NCT06436131,COMPLETED,"Multiple Sclerosis, Primary Progressive|Multiple Sclerosis, Secondary Progressive",BEHAVIORAL: In-phase Bilateral Exercise|BEHAVIORAL: Conservative exercises,Cyprus University of Technology,Cyprus Institute of Neurology and Genetics,INTERVENTIONAL
NCT06436118,Evaluation of the Use of the RELAX® Glasses on the Anxiety of Patients Undergoing Emergency Hand Surgery Under Locoregional Anesthesia,https://clinicaltrials.gov/study/NCT06436118,COMPLETED,Surgery,BEHAVIORAL: RELAX® glasses,Centre Hospitalier de Valenciennes,,INTERVENTIONAL
NCT06436105,COMPARISON OF PERIOPERATIVE ANALGESIC EFFECTIVENESS OF PATIENTS WHO HAD FASIA ILIAC COMPARTMENT BLOCK AND 4IN1 BLOCK APPLIED IN TOTAL KNEE PROSTHESIS SURGERY,https://clinicaltrials.gov/study/NCT06436105,NOT_YET_RECRUITING,"Pain, Postoperative",OTHER: FICB|OTHER: 4 in 1 block,Diskapi Yildirim Beyazit Education and Research Hospital,,OBSERVATIONAL
NCT06436092,Japanese Coronary Intervention Using Drug Eluting and Perfusion Therapy for Left Main Disease (JDEPTH-LM Registry),https://clinicaltrials.gov/study/NCT06436092,RECRUITING,Stable Angina|Non-ST-elevation Acute Coronary Syndrome|Unstable Angina,,"TCROSS Co., Ltd.",Kaneka Corporation,OBSERVATIONAL
NCT06436079,Evaluation of the Effectiveness of a Nursing Intervention Program in Reducing Anxiety in Users Who Perform Scheduled Sessions in the Hyperbaric Chamber,https://clinicaltrials.gov/study/NCT06436079,RECRUITING,Anxiety and Fear|Nurse's Role,BEHAVIORAL: Intervention group,Universitat de Girona,,INTERVENTIONAL
NCT06436066,Effect of Self-Acupressure on Peripheral Neuropathic Pain and HbA1c,https://clinicaltrials.gov/study/NCT06436066,NOT_YET_RECRUITING,"Diabetes Mellitus, Type 2",OTHER: Self-Acupressure,Yeditepe University,,INTERVENTIONAL
NCT06436053,Acute Response to Left Bundle Branch Area Pacing With SyncAV,https://clinicaltrials.gov/study/NCT06436053,RECRUITING,Heart Failure,DEVICE: LBBAP with SyncAV,Abbott Medical Devices,,OBSERVATIONAL
NCT06436040,Mechanism Study to Investigate Difference in Efficacy of Neoadjuvant Chemoimmunotherapy in Lung Squamous Cell Carcinoma,https://clinicaltrials.gov/study/NCT06436040,RECRUITING,Tumor Microenvironment|Lung Squamous Cell Carcinoma|Neoadjuvant Chemoimmunotherapy,OTHER: Pathological response assessment,Tang-Du Hospital,,OBSERVATIONAL
NCT06436027,Molecular Diagnosis of Heart Allograft Rejection Using Intra-Graft Targeted Gene Expression Profiling.,https://clinicaltrials.gov/study/NCT06436027,COMPLETED,Heart Transplant Rejection,DIAGNOSTIC_TEST: Nano-Heart tool: Intra-Graft Targeted Gene Expression Profiling,Paris Translational Research Center for Organ Transplantation,"Cedars Sinai Medical Center, Los Angeles, USA|University of Padova",OBSERVATIONAL
NCT06436014,Evaluation of the Effect of Virtual Reality Application on Postoperative Pain and Anxiety in Women Aged 50-70,https://clinicaltrials.gov/study/NCT06436014,NOT_YET_RECRUITING,Pain Management After Surgery,OTHER: Providing VR experience,Osmaniye Korkut Ata University,,INTERVENTIONAL
NCT06436001,Comparing BlueDop Vascular Expert to Ankle-Brachial Index in the Identification of Peripheral Vascular Disease,https://clinicaltrials.gov/study/NCT06436001,COMPLETED,Peripheral Arterial Disease|Diabetes Mellitus,,Dakota Vascular,,OBSERVATIONAL
NCT06435988,The Effect of Training With Pecha Kucha on Anxiety and Birth Satisfaction in Pregnant Women.,https://clinicaltrials.gov/study/NCT06435988,RECRUITING,First Pregnancy,BEHAVIORAL: Training in the pecha kucha technique,Kocaeli University,,INTERVENTIONAL
NCT06435975,Physical Activity in Rectal Cancer Survivors,https://clinicaltrials.gov/study/NCT06435975,COMPLETED,Rectal Cancer|Rectosigmoid Cancer,OTHER: Physical Activity|OTHER: Survey|BEHAVIORAL: Telehealth Lifestyle Coaching,Abramson Cancer Center at Penn Medicine,,INTERVENTIONAL
NCT06435962,Productive Value of Sonographic Measurement of Optic Nerve in Transitional Multiple,https://clinicaltrials.gov/study/NCT06435962,NOT_YET_RECRUITING,Relapsing Remitting Multiple Sclerosis,DEVICE: sonography,Assiut University,,OBSERVATIONAL
NCT06435949,Effect of Oxycodone on Anxiety State in Painless Abortion,https://clinicaltrials.gov/study/NCT06435949,NOT_YET_RECRUITING,Abortion Complication,DRUG: Fentanyl (as Citrate),Ruijin Hospital,,INTERVENTIONAL
NCT06435936,"A Study to Assess the Safety of SAB-176 to Prevent the Flu, Given IM in Healthy Adults Compared With Placebo",https://clinicaltrials.gov/study/NCT06435936,RECRUITING,PHA1A,DRUG: Single Ascending Dose of SAB-176|DRUG: Single Ascending Dose of Placebo,"SAb Biotherapeutics, Inc.",,INTERVENTIONAL
NCT06435923,"A Trial to Assess the Absorption, Metabolism, Excretion, and Mass Balance of [14C]-Darigabat After a Single Oral Dose in Healthy Male Participants",https://clinicaltrials.gov/study/NCT06435923,COMPLETED,Healthy Participants,DRUG: [14C]-darigabat,"Cerevel Therapeutics, LLC",,INTERVENTIONAL
NCT06435910,Engineered Dendritic Cell Vaccines for Multiple Myeloma,https://clinicaltrials.gov/study/NCT06435910,RECRUITING,Multiple Myeloma or Plasmacytoma,BIOLOGICAL: DC vaccines,Shenzhen Geno-Immune Medical Institute,The No.2 Clinical Hospital of the Ministry of Health,INTERVENTIONAL
NCT06435897,Autoimmune Disease Treatment With Mesenchymal Stem Cells (MSCs) and CAR-T Cells,https://clinicaltrials.gov/study/NCT06435897,RECRUITING,Autoimmune Diseases,BIOLOGICAL: fetal MSCs combined with 4SCAR T cells,Shenzhen Geno-Immune Medical Institute,,INTERVENTIONAL
NCT06435884,Long-Term Follow-up of Adult With Atorpphic Scars Treated With TRTP-101,https://clinicaltrials.gov/study/NCT06435884,NOT_YET_RECRUITING,Atrophic Scar,,CellinCells,,OBSERVATIONAL
NCT06435871,Developing Inclusive Support and Intervention for Spanish-speaking Latiné Prostate Cancer Survivors,https://clinicaltrials.gov/study/NCT06435871,NOT_YET_RECRUITING,Prostate Cancer,BEHAVIORAL: Expanded Prostate Cancer Index Composite and Decision Regret Scale,Case Comprehensive Cancer Center,,INTERVENTIONAL
NCT06435858,Short-term Effects of an SGLT2 Inhibitor on Divalent Ions in Autosomal Dominant Polycystic Kidney Disease,https://clinicaltrials.gov/study/NCT06435858,NOT_YET_RECRUITING,Autosomal Dominant Polycystic Kidney Disease,DRUG: Empagliflozin|DRUG: Placebo,Cantonal Hospital Graubuenden,University of Zurich,INTERVENTIONAL
NCT06435845,Phase 2 Study on the Pharmacokinetics and Safety of RLYB212 in Pregnant Women at Higher Risk for HPA-1a Alloimmunization,https://clinicaltrials.gov/study/NCT06435845,NOT_YET_RECRUITING,Fetal and Neonatal Alloimmune Thrombocytopenia,DRUG: Anti-(integrin beta-3) human monoclonal antibody,"Rallybio IPA, LLC",,INTERVENTIONAL
NCT06435832,Evaluations of the Effects of Tranexamic Acid and Chlorhexidine Gel on Alveolar Osteitis Incidence,https://clinicaltrials.gov/study/NCT06435832,ACTIVE_NOT_RECRUITING,Alveolar Osteitis,DRUG: Absorbable Gelatin|DRUG: Chlorhexidine|DRUG: Tranexamic acid,Recep Tayyip Erdogan University,,INTERVENTIONAL
NCT06435819,ECA-enhanced Document Explanation RCT,https://clinicaltrials.gov/study/NCT06435819,NOT_YET_RECRUITING,Healthy,OTHER: Embodied Conversational Agent (ECA),Northeastern University,Tufts Medical Center|Boston University,INTERVENTIONAL
NCT06435806,Medical Illustration Design Characteristic Evaluation,https://clinicaltrials.gov/study/NCT06435806,RECRUITING,Healthy,OTHER: Medical Illustration design,Northeastern University,Tufts Medical Center|Boston University,INTERVENTIONAL
NCT06435793,Expiratory Pressure in Healthy Individuals,https://clinicaltrials.gov/study/NCT06435793,NOT_YET_RECRUITING,Respiratory Physiology,PROCEDURE: MEP measurement - Surface EMG - IOPI,"Laboratory of Movement, Condorcet, Tournai, Belgium",University of Mons,INTERVENTIONAL
